purchase,unit,geo\time	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 
DW_NEW,INX_Q,CY	105.25 p	105.75 p	103.60 p	106.85 p	103.16 p	103.00 p	99.24 p	104.67 p	102.61 p	99.18 p	96.06 p	99.30 p	103.14 p	100.77 p	96.79 p	101.73 p	102.14 p	105.25 p	96.57 p	99.52 p	103.47 p	106.31 p	106.84 p	108.78 p	111.87 p	106.31 p	106.52 p	106.73 p	110.64 p	114.24 p	112.54 p	111.87 p	113.22 p	114.81 p	116.32 p	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
DW_NEW,INX_Q,CZ	138.6 p	133.9 	127.3 	123.0 p	122.9 	120.2 	116.2 	111.4 p	106.2 	104.2 	101.7 	101.3 p	100.7 	100.3 	97.7 	96.1 	95.3 	94.8 	95.3 	94.3 	93.8 	93.8 	92.9 	94.1 	92.7 	93.8 	93.9 	94.1 	95.6 	97.2 	96.1 	96.4 	97.0 	98.2 	97.3 	98.3 	100.7 	101.0 	100.9 	98.9 	97.4 	97.5 	94.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,DE	115.5 p	113.1 p	112.5 p	111.0 	109.4 	107.4 	105.7 	106.9 	104.6 	104.0 	102.4 	102.7 	100.7 	99.1 	97.5 	96.5 	96.1 	94.3 	92.3 	91.2 	91.5 	92.0 	90.9 	91.8 	90.6 	89.7 	89.1 	88.3 	89.5 	88.1 	85.4 	84.4 	84.8 	82.6 	82.6 	83.6 	82.9 	79.9 	80.1 	77.4 	78.0 	77.6 	76.7 	76.5 	76.8 	76.3 	71.9 	74.6 	73.8 	72.7 	74.3 	74.2 	75.1 	73.6 	75.6 
DW_NEW,INX_Q,DK	101.98 p	101.98 	100.81 	100.22 	99.93 	99.83 	100.03 	99.83 	99.34 	99.34 	98.95 	98.66 	98.01 	98.01 	105.32 	103.42 	83.63 	85.58 	85.54 	80.43 	78.95 	87.08 	74.17 	55.03 	51.42 	47.20 	48.84 	46.64 	48.40 	44.85 	42.44 	40.53 	40.46 	40.48 	40.46 	40.70 	40.96 	42.10 	40.36 	42.27 	44.14 	43.98 	47.25 	49.63 	48.41 	47.27 	44.67 	43.83 	44.11 	41.56 	37.41 	35.60 	33.38 	30.57 	27.21 
DW_NEW,INX_Q,EE	117.78 	121.01 	121.92 	115.21 	114.44 	105.45 	108.01 	111.42 	111.69 	101.13 	97.06 	98.65 	99.36 	99.51 	102.48 	94.53 	95.03 	82.38 	88.04 	81.11 	77.11 	69.48 	71.73 	67.20 	70.74 	70.54 	66.13 	66.99 	66.07 	58.55 	55.24 	55.19 	60.15 	55.83 	54.40 	44.88 	50.15 	54.68 	55.76 	70.77 	83.08 	75.15 	84.49 	86.16 	85.04 	87.49 	81.41 	75.64 	62.85 	56.32 	56.75 	52.61 	47.50 	46.76 	41.21 
DW_NEW,INX_Q,ES	121.61 	119.21 	116.19 	113.89 	114.76 	113.09 	109.99 	105.99 	107.66 	108.04 	104.10 	101.68 	100.33 	99.72 	98.27 	96.12 	96.21 	95.08 	94.50 	94.36 	95.46 	93.28 	95.54 	97.13 	98.21 	101.11 	103.76 	109.03 	116.04 	120.26 	122.04 	123.66 	124.14 	125.68 	123.33 	125.22 	126.25 	127.87 	128.76 	131.92 	133.72 	133.02 	131.37 	130.87 	128.95 	126.29 	122.60 	119.20 	115.75 	111.45 	108.21 	104.97 	: 	: 	: 
DW_NEW,INX_Q,FI	106.65 	105.88 	103.60 	103.31 	103.29 	103.69 	103.73 	101.41 	100.28 	100.88 	100.51 	100.46 	99.87 	99.54 	100.14 	99.15 	98.73 	99.06 	98.80 	97.75 	98.38 	97.72 	97.85 	96.93 	96.28 	95.86 	94.46 	93.02 	92.14 	91.15 	89.34 	88.64 	88.33 	86.58 	87.32 	86.44 	86.21 	85.80 	86.79 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
DW_NEW,INX_Q,FR	107.99 p	108.14 	107.41 	106.97 	105.74 	105.53 	104.66 p	103.13 	102.50 	101.15 	100.08 	100.33 	100.38 	100.04 	99.24 	98.66 	98.82 	97.68 	98.17 	98.67 	99.22 	97.70 	97.23 	97.96 	98.19 	99.21 	98.96 	99.95 	99.55 	99.03 	98.01 	96.12 	94.87 	94.40 	92.79 	92.91 	92.09 	92.15 	91.12 	90.76 	92.16 	93.34 	91.28 	91.44 	91.49 	90.38 	88.86 	87.81 	86.59 	85.90 	: 	81.98 	79.97 	78.25 	75.72 
DW_NEW,INX_Q,HR	100.78 	98.51 	99.03 	98.73 	97.76 	96.71 	92.86 	94.84 	96.67 	95.80 	99.07 	99.48 	100.98 	98.67 	100.87 	106.86 	107.84 	106.19 	105.29 	107.39 	109.24 	108.07 	110.72 	108.60 	112.83 	114.15 	115.41 	116.00 	113.91 	112.99 	109.30 	110.57 	109.63 	110.20 	113.93 	115.53 	120.83 	122.15 	123.62 	121.27 	126.03 	123.49 	121.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,HU	128.54 p	127.55 	125.25 	122.05 	118.71 	115.54 	112.52 	112.50 	110.41 	110.56 	106.95 	101.34 	103.61 	98.52 	96.53 	91.62 	92.96 	93.82 	90.02 	89.22 	88.47 	88.53 	87.25 	86.63 	88.29 	86.88 	87.86 	87.14 	86.38 	87.72 	88.75 	88.55 	90.34 	92.14 	90.71 	92.09 	93.28 	97.26 	98.87 	98.79 	99.24 	98.92 	96.89 	96.25 	96.78 	97.13 	95.07 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,IE	121.20 p	120.03 p	115.50 p	112.29 p	111.16 p	108.08 p	106.49 p	105.96 p	104.95 p	107.06 p	106.92 p	105.13 p	102.43 p	98.11 p	94.33 p	91.70 p	87.90 p	84.93 p	83.78 p	84.08 p	85.46 p	84.26 p	83.01 p	82.96 p	82.10 p	84.13 p	87.45 p	92.59 p	99.72 p	104.03 p	106.80 p	109.93 p	115.09 p	120.17 p	125.00 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,IT	101.0 p	101.2 	99.9 	101.5 	99.6 	100.0 	98.9 	101.3 	100.8 	100.5 	100.3 	100.3 	101.6 	98.8 	99.3 	101.3 	101.8 	102.3 	102.7 	103.7 	104.8 	105.3 	105.4 	106.5 	106.1 	106.8 	105.9 	105.1 	104.4 	104.0 	102.3 	102.6 	101.0 	99.9 	99.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,LT	122.49 	120.43 	117.23 	114.57 	113.97 	112.06 	108.62 	106.89 	105.34 	98.98 	97.53 	97.23 	102.57 	100.42 	99.78 	97.12 	96.29 	96.06 	90.67 	89.50 	88.48 	90.99 	92.83 	93.84 	96.07 	86.28 	91.95 	85.56 	84.41 	87.36 	82.67 	78.03 	76.19 	76.84 	77.60 	75.78 	83.20 	90.84 	94.09 	116.40 	118.85 	122.04 	116.63 	107.57 	103.81 	97.73 	98.84 	105.87 	93.01 	80.94 	80.81 	: 	: 	: 	: 
DW_NEW,INX_Q,LU	118.38 	114.67 	115.94 	114.14 	111.54 	110.68 	109.14 	108.43 	105.17 	106.61 	102.22 	102.01 	101.58 	99.37 	97.04 	97.13 	94.72 	91.85 	86.01 	93.30 	91.00 	88.45 	87.54 	86.20 	83.92 	83.27 	81.25 	81.60 	81.98 	79.05 	77.67 	79.19 	80.18 	77.56 	78.62 	76.36 	74.96 	74.91 	75.60 	75.30 	73.26 	73.81 	72.08 	71.75 	70.48 	67.94 	66.87 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,LV	119.62 p	124.96 	128.18 	117.80 	121.03 	115.41 	111.82 	107.06 	106.76 	112.96 	103.21 	105.72 	98.60 	98.44 	97.24 	92.24 	118.78 	112.55 	109.67 	108.59 	103.03 	93.55 	93.66 	95.32 	101.31 	90.14 	96.64 	93.16 	95.44 	76.24 	66.19 	67.69 	61.10 	60.26 	58.77 	62.28 	68.01 	61.38 	75.05 	94.74 	108.58 	116.57 	114.52 	114.32 	109.54 	96.45 	102.16 	87.94 	84.53 	78.45 	74.91 	: 	: 	: 	: 
DW_NEW,INX_Q,MT	118.75 p	114.51 p	110.27 p	116.20 p	112.81 	107.55 	105.39 	110.27 	106.95 	102.02 	100.69 	105.18 	102.67 	95.66 	96.49 	97.54 	94.97 	92.14 	92.30 	91.48 	93.67 	92.14 	92.30 	96.69 	96.47 	92.14 	92.14 	91.20 	92.14 	92.30 	91.12 	90.54 	96.47 	92.14 	95.21 	91.59 	91.59 	91.58 	91.59 	93.63 	96.68 	93.63 	96.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,NL	130.29 p	121.79 	122.55 	118.50 	111.41 	109.01 	109.87 	107.49 	104.88 	102.57 	103.54 	102.01 	102.96 	98.21 	96.82 	94.69 	91.40 	93.13 	94.02 	93.88 	94.01 	91.54 	93.62 	99.74 	93.02 	96.42 	96.51 	102.41 	104.32 	103.81 	108.72 	106.14 	104.03 	103.95 	105.31 	106.27 	102.73 	101.24 	105.98 	108.99 	116.86 	114.70 	114.25 	118.92 	115.54 	111.70 	111.98 	109.65 	107.30 	106.53 	104.76 	104.93 	104.76 	102.97 	102.07 
DW_NEW,INX_Q,NO	115.11 	113.19 	113.58 	113.96 	110.54 	113.50 	112.86 	111.60 	108.08 	106.59 	102.02 	101.36 	100.58 	99.89 	98.16 	95.90 	95.67 	95.04 	91.49 	92.22 	92.88 	91.94 	92.25 	90.15 	87.87 	88.88 	85.56 	85.36 	82.41 	81.96 	80.39 	76.47 	76.53 	76.91 	74.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,PL	109.78 	109.40 	107.79 	106.35 	104.86 	103.78 	102.26 	103.24 	101.31 	99.40 	100.38 	99.77 	100.81 	100.45 	98.96 	98.48 	97.67 	98.35 	95.34 	96.07 	96.12 	97.39 	98.23 	101.50 	101.35 	102.15 	102.77 	103.02 	101.90 	102.17 	102.42 	103.04 	101.22 	100.14 	100.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,PT	117.19 	115.86 	115.80 	110.96 	110.92 	109.02 	105.58 	104.77 	103.76 	103.46 	101.34 	101.26 	100.04 	101.90 	96.80 	96.57 	99.42 	99.41 	97.92 	95.38 	93.85 	93.36 	95.13 	94.84 	94.77 	95.00 	98.12 	99.56 	101.84 	102.50 	104.50 	104.80 	105.28 	105.60 	105.06 	104.21 	104.26 	104.77 	104.55 	101.96 	102.57 	107.71 	107.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,RO	110.62 	109.79 	107.51 	105.91 	105.49 	109.85 	101.47 	105.86 	103.76 	107.24 	104.70 	99.30 	100.80 	98.61 	101.30 	101.17 	99.88 	101.50 	104.01 	101.90 	101.14 	103.45 	104.35 	108.92 	106.28 	108.12 	108.45 	109.53 	107.98 	100.72 	106.19 	105.97 	105.69 	112.11 	115.61 	115.31 	117.82 	116.45 	121.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,SE	125.07 	121.99 	119.63 	117.41 	114.03 	110.33 	109.38 	107.54 	106.92 	106.36 	103.95 	102.97 	100.10 	98.77 	98.16 	97.86 	98.54 	97.61 	97.22 	95.74 	94.13 	93.67 	96.56 	96.87 	96.50 	95.51 	95.27 	95.42 	94.38 	93.93 	91.98 	90.48 	90.09 	88.12 	87.01 	87.43 	85.08 	84.53 	85.32 	82.45 	80.24 	79.84 	79.67 	79.60 	78.57 	76.72 	74.46 	73.88 	72.63 	71.39 	71.64 	70.04 	69.90 	70.07 	69.63 
DW_NEW,INX_Q,SI	118.82 	141.05 	127.10 	118.16 	108.05 	110.44 	100.97 	105.30 	98.98 	98.60 	98.46 	101.82 	96.10 	103.23 	98.84 	97.84 	95.37 	96.30 	103.30 	101.29 	97.81 	109.53 	108.25 	104.30 	110.60 	111.26 	112.42 	120.58 	118.12 	123.33 	122.67 	115.79 	114.51 	116.75 	113.51 	115.60 	115.60 	120.33 	121.10 	135.21 	135.48 	134.09 	133.96 	133.09 	121.96 	115.29 	114.37 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,SK	117.81 	119.44 	120.65 	116.07 	116.84 	111.97 	107.10 	107.76 	106.95 	106.30 	103.09 	101.40 	100.09 	100.45 	98.06 	99.60 	96.32 	97.46 	95.05 	95.11 	95.91 	95.81 	95.81 	94.54 	96.79 	94.89 	97.96 	100.29 	100.60 	97.24 	101.43 	102.08 	102.15 	102.97 	104.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,INX_Q,UK	127.07 p	120.98 	121.41 	116.87 	116.78 	114.60 	115.45 	111.38 	109.78 	109.94 	103.00 	103.18 	100.70 	98.33 	97.79 	97.18 	96.35 	95.36 	91.75 	90.81 	88.69 	87.46 	85.31 	86.99 	84.91 	85.76 	84.59 	85.64 	86.10 	86.25 	85.68 	85.42 	85.26 	84.54 	83.34 	83.63 	82.79 	81.27 	81.44 	84.06 	90.00 	95.28 	96.13 	96.21 	96.13 	94.39 	90.94 	90.12 	88.40 	87.27 	84.66 	84.55 	83.43 	82.06 	79.45 
DW_NEW,RCH_A,AT	-0.6 	3.8 	8.8 	7.5 	7.6 	6.9 	1.8 	2.8 	4.0 	1.9 	6.7 	8.7 	5.5 	5.2 	-0.2 	3.6 	5.1 	3.0 	7.9 	4.5 	3.3 	5.9 	2.8 	3.9 	6.6 	7.8 	7.1 	7.0 	8.1 	2.7 	6.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,BE	4.0 p	5.4 	2.2 	5.0 p	4.9 p	2.6 p	4.5 p	1.7 p	2.9 p	3.4 p	6.1 p	6.2 p	5.6 p	5.7 p	1.6 p	-1.7 	-1.2 	-3.7 	-1.8 	5.4 	3.8 	3.7 	2.1 	0.5 	1.5 	2.8 	2.6 	4.2 	4.5 	3.4 	3.6 	1.9 	-0.5 	0.1 	-1.6 	-3.3 	-0.5 	-1.5 	1.1 	3.4 	1.9 	2.4 	2.2 	3.2 	4.0 	4.7 	5.9 	5.6 	5.8 	5.1 	3.0 	: 	: 	: 	: 
DW_NEW,RCH_A,BG	7.2 p	7.2 	2.3 p	4.7 	5.5 	7.3 	9.4 	7.0 	8.0 	4.9 	5.8 	4.6 	3.8 	3.7 	1.9 	5.2 	3.7 	0.8 	1.8 	-1.2 	-4.8 	-2.2 	-2.7 	-1.2 	1.3 	1.4 	-2.5 	-3.0 	-1.1 	-1.8 	1.9 	0.2 p	-9.5 p	-11.4 p	-19.9 p	-20.4 p	-16.5 p	-11.9 p	2.6 p	11.7 p	26.8 p	32.2 p	31.6 p	34.6 p	30.6 p	27.1 p	22.6 p	17.4 p	14.0 p	12.2 p	15.1 p	: 	: 	: 	: 
DW_NEW,RCH_A,CY	2.0 p	2.7 p	4.4 p	2.1 p	0.5 p	3.9 p	3.3 p	5.4 p	-0.5 p	-1.6 p	-0.8 p	-2.4 p	1.0 p	-4.3 p	0.2 p	2.2 p	-1.3 p	-1.0 p	-9.6 p	-8.5 p	-7.5 p	0.0 p	0.3 p	1.9 p	1.1 p	-6.9 p	-5.3 p	-4.6 p	-2.3 p	-0.5 p	-3.2 p	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 
DW_NEW,RCH_A,CZ	12.8 p	11.4 	9.6 	10.4 p	15.7 	15.4 	14.3 	10.0 p	5.5 	3.9 	4.1 	5.4 p	5.7 	5.8 	2.5 	1.9 	1.6 	1.1 	2.6 	0.2 	1.2 	0.0 	-1.1 	0.0 	-3.0 	-3.5 	-2.3 	-2.4 	-1.4 	-1.0 	-1.2 	-1.9 	-3.7 	-2.8 	-3.6 	-0.6 	3.4 	3.6 	7.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,DE	5.6 p	5.3 p	6.4 p	3.8 	4.6 	3.3 	3.2 	4.1 	3.9 	4.9 	5.0 	6.4 	4.8 	5.1 	5.6 	5.8 	5.0 	2.5 	1.5 	-0.7 	1.0 	2.6 	2.0 	4.0 	1.2 	1.8 	4.3 	4.6 	5.5 	6.7 	3.4 	1.0 	2.3 	3.4 	3.1 	8.0 	6.3 	3.0 	4.4 	1.2 	1.6 	1.7 	6.7 	2.5 	4.1 	5.0 	-3.2 	0.5 	-1.7 	-1.2 	-1.7 	: 	: 	: 	: 
DW_NEW,RCH_A,DK	2.1 p	2.2 	0.8 	0.4 	0.6 	0.5 	1.1 	1.2 	1.4 	1.4 	-6.0 	-4.6 	17.2 	14.5 	23.1 	28.6 	5.9 	-1.7 	15.3 	46.2 	53.5 	84.5 	51.9 	18.0 	6.2 	5.2 	15.1 	15.1 	19.6 	10.8 	4.9 	-0.4 	-1.2 	-3.8 	0.2 	-3.7 	-7.2 	-4.3 	-14.6 	-14.8 	-8.8 	-7.0 	5.8 	13.2 	9.7 	13.7 	19.4 	23.1 	32.1 	36.0 	37.5 	: 	: 	: 	: 
DW_NEW,RCH_A,EE	2.9 	14.8 	12.9 	3.4 	2.5 	4.3 	11.3 	12.9 	12.4 	1.6 	-5.3 	4.4 	4.6 	20.8 	16.4 	16.5 	23.2 	18.6 	22.7 	20.7 	9.0 	-1.5 	8.5 	0.3 	7.1 	20.5 	19.7 	21.4 	9.8 	4.9 	1.5 	23.0 	19.9 	2.1 	-2.4 	-36.6 	-39.6 	-27.2 	-34.0 	-17.9 	-2.3 	-14.1 	3.8 	13.9 	35.3 	55.3 	43.5 	43.8 	32.3 	20.4 	37.7 	: 	: 	: 	: 
DW_NEW,RCH_A,ES	6.0 	5.4 	5.6 	7.5 	6.6 	4.7 	5.7 	4.2 	7.3 	8.3 	5.9 	5.8 	4.3 	4.9 	4.0 	1.9 	0.8 	1.9 	-1.1 	-2.9 	-2.8 	-7.7 	-7.9 	-10.9 	-15.4 	-15.9 	-15.0 	-11.8 	-6.5 	-4.3 	-1.0 	-1.2 	-1.7 	-1.7 	-4.2 	-5.1 	-5.6 	-3.9 	-2.0 	0.8 	3.7 	5.3 	7.2 	9.8 	11.4 	13.3 	13.3 	13.6 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,FI	3.3 	2.1 	-0.1 	1.9 	3.0 	2.8 	3.2 	0.9 	0.4 	1.3 	0.4 	1.3 	1.2 	0.5 	1.4 	1.4 	0.4 	1.4 	1.0 	0.8 	2.2 	1.9 	3.6 	4.2 	4.5 	5.2 	5.7 	4.9 	4.3 	5.3 	2.3 	2.5 	2.5 	0.9 	0.6 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 
DW_NEW,RCH_A,FR	2.1 p	2.5 	2.6 p	3.7 	3.2 	4.3 	4.6 p	2.8 	2.1 	1.1 	0.8 	1.7 	1.6 	2.4 	1.1 	0.0 	-0.4 	0.0 	1.0 	0.7 	1.0 	-1.5 	-1.7 	-2.0 	-1.4 	0.2 	1.0 	4.0 	4.9 	4.9 	5.6 	3.5 	3.0 	2.4 	1.8 	2.4 	-0.1 	-1.3 	-0.2 	-0.7 	0.7 	3.3 	2.7 	4.1 	5.7 	5.2 	: 	7.1 	8.3 	9.8 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,HR	3.1 	1.9 	6.6 	4.1 	1.1 	0.9 	-6.3 	-4.7 	-4.3 	-2.9 	-1.8 	-6.9 	-6.4 	-7.1 	-4.2 	-0.5 	-1.3 	-1.7 	-4.9 	-1.1 	-3.2 	-5.3 	-4.1 	-6.4 	-0.9 	1.0 	5.6 	4.9 	3.9 	2.5 	-4.1 	-4.3 	-9.3 	-9.8 	-7.8 	-4.7 	-4.1 	-1.1 	1.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,HU	8.3 p	10.4 	11.3 	8.5 	7.5 	4.5 	5.2 	11.0 	6.6 	12.2 	10.8 	10.6 	11.5 	5.0 	7.2 	2.7 	5.1 	6.0 	3.2 	3.0 	0.2 	1.9 	-0.7 	-0.6 	2.2 	-1.0 	-1.0 	-1.6 	-4.4 	-4.8 	-2.2 	-3.8 	-3.2 	-5.3 	-8.3 	-6.8 	-6.0 	-1.7 	2.0 	2.6 	2.5 	1.8 	1.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,IE	9.0 p	11.1 p	8.5 p	6.0 p	5.9 p	1.0 p	-0.4 p	0.8 p	2.5 p	9.1 p	13.3 p	14.6 p	16.5 p	15.5 p	12.6 p	9.1 p	2.9 p	0.8 p	0.9 p	1.4 p	4.1 p	0.2 p	-5.1 p	-10.4 p	-17.7 p	-19.1 p	-18.1 p	-15.8 p	-13.4 p	-13.4 p	-14.6 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,IT	1.4 p	1.2 	1.0 	0.2 	-1.2 	-0.5 	-1.4 	1.0 	-0.8 	1.7 	1.0 	-1.0 	-0.2 	-3.4 	-3.3 	-2.3 	-2.9 	-2.8 	-2.6 	-2.6 	-1.2 	-1.4 	-0.5 	1.3 	1.6 	2.7 	3.5 	2.4 	3.4 	4.1 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,LT	7.5 	7.5 	7.9 	7.2 	8.2 	13.2 	11.4 	9.9 	2.7 	-1.4 	-2.3 	0.1 	6.5 	4.5 	10.0 	8.5 	8.8 	5.6 	-2.3 	-4.6 	-7.9 	5.5 	1.0 	9.7 	13.8 	-1.2 	11.2 	9.7 	10.8 	13.7 	6.5 	3.0 	-8.4 	-15.4 	-17.5 	-34.9 	-30.0 	-25.6 	-19.3 	8.2 	14.5 	24.9 	18.0 	1.6 	11.6 	20.7 	22.3 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,LU	6.1 	3.6 	6.2 	5.3 	6.1 	3.8 	6.8 	6.3 	3.5 	7.3 	5.3 	5.0 	7.2 	8.2 	12.8 	4.1 	4.1 	3.8 	-1.7 	8.2 	8.4 	6.2 	7.7 	5.6 	2.4 	5.3 	4.6 	3.0 	2.2 	1.9 	-1.2 	3.7 	7.0 	3.5 	4.0 	1.4 	2.3 	1.5 	4.9 	4.9 	3.9 	8.6 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,LV	-1.2 p	8.3 	14.6 	10.0 	13.4 	2.2 	8.3 	1.3 	8.3 	14.8 	6.1 	14.6 	-17.0 	-12.5 	-11.3 	-15.1 	15.3 	20.3 	17.1 	13.9 	1.7 	3.8 	-3.1 	2.3 	6.2 	18.2 	46.0 	37.6 	56.2 	26.5 	12.6 	8.7 	-10.2 	-1.8 	-21.7 	-34.3 	-37.4 	-47.3 	-34.5 	-17.1 	-0.9 	20.9 	12.1 	30.0 	29.6 	22.9 	36.4 	: 	: 	: 	: 	: 	: 	: 	: 
