purchase,unit,geo\time	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 
DW_NEW,RCH_A,MT	5.3 p	6.5 p	4.6 p	5.4 p	5.5 	5.4 	4.7 	4.8 	4.2 	6.6 	4.4 	7.8 	8.1 	3.8 	4.5 	6.6 	1.4 	0.0 	0.0 	-5.4 	-2.9 	0.0 	0.2 	6.0 	4.7 	-0.2 	1.1 	0.7 	-4.5 	0.2 	-4.3 	-1.1 	5.3 	0.6 	4.0 	-2.2 	-5.3 	-2.2 	-5.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,NL	16.9 p	11.7 	11.5 	10.2 	6.2 	6.3 	6.1 	5.4 	1.9 	4.4 	6.9 	7.7 	12.6 	5.5 	3.0 	0.9 	-2.8 	1.7 	0.4 	-5.9 	1.1 	-5.1 	-3.0 	-2.6 	-10.8 	-7.1 	-11.2 	-3.5 	0.3 	-0.1 	3.2 	-0.1 	1.3 	2.7 	-0.6 	-2.5 	-12.1 	-11.7 	-7.2 	-8.4 	1.1 	2.7 	2.0 	8.5 	7.7 	4.9 	6.9 	4.5 	2.4 	3.5 	2.6 	: 	: 	: 	: 
DW_NEW,RCH_A,NO	4.1 	-0.3 	0.6 	2.1 	2.3 	6.5 	10.6 	10.1 	7.5 	6.7 	3.9 	5.7 	5.1 	5.1 	7.3 	4.0 	3.0 	3.4 	-0.8 	2.3 	5.7 	3.4 	7.8 	5.6 	6.6 	8.4 	6.4 	11.6 	7.7 	6.6 	8.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,PL	4.7 	5.4 	5.4 	3.0 	3.5 	4.4 	1.9 	3.5 	0.5 	-1.0 	1.4 	1.3 	3.2 	2.1 	3.8 	2.5 	1.6 	1.0 	-2.9 	-5.3 	-5.2 	-4.7 	-4.4 	-1.5 	-0.5 	0.0 	0.3 	0.0 	0.7 	2.0 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,PT	5.7 	6.3 	9.7 	5.9 	6.9 	5.4 	4.2 	3.5 	3.7 	1.5 	4.7 	4.9 	0.6 	2.5 	-1.1 	1.2 	5.9 	6.5 	2.9 	0.6 	-1.0 	-1.7 	-3.0 	-4.7 	-6.9 	-7.3 	-6.1 	-5.0 	-3.3 	-2.9 	-0.5 	0.6 	1.0 	0.8 	0.5 	2.2 	1.6 	-2.7 	-2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,RO	4.9 	-0.1 	6.0 	0.0 	1.7 	2.4 	-3.1 	6.6 	2.9 	8.8 	3.4 	-1.8 	0.9 	-2.8 	-2.6 	-0.7 	-1.2 	-1.9 	-0.3 	-6.4 	-4.8 	-4.3 	-3.8 	-0.6 	-1.6 	7.3 	2.1 	3.4 	2.2 	-10.2 	-8.1 	-8.1 	-10.3 	-3.7 	-5.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,SE	9.7 	10.6 	9.4 	9.2 	6.6 	3.7 	5.2 	4.4 	6.8 	7.7 	5.9 	5.2 	1.6 	1.2 	1.0 	2.2 	4.7 	4.2 	0.7 	-1.2 	-2.5 	-1.9 	1.4 	1.5 	2.2 	1.7 	3.6 	5.5 	4.8 	6.6 	5.7 	3.5 	5.9 	4.2 	2.0 	6.0 	6.0 	5.9 	7.1 	3.6 	2.1 	4.1 	7.0 	7.7 	8.2 	7.5 	3.9 	5.5 	3.9 	1.9 	2.9 	: 	: 	: 	: 
DW_NEW,RCH_A,SI	10.0 	27.7 	25.9 	12.2 	9.2 	12.0 	2.5 	3.4 	3.0 	-4.5 	-0.4 	4.1 	0.8 	7.2 	-4.3 	-3.4 	-2.5 	-12.1 	-4.6 	-2.9 	-11.6 	-1.6 	-3.7 	-13.5 	-6.4 	-9.8 	-8.4 	4.1 	3.2 	5.6 	8.1 	0.2 	-0.9 	-3.0 	-6.3 	-14.5 	-14.7 	-10.3 	-9.6 	1.6 	11.1 	16.3 	17.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,SK	0.8 	6.7 	12.7 	7.7 	9.2 	5.3 	3.9 	6.3 	6.9 	5.8 	5.1 	1.8 	3.9 	3.1 	3.2 	4.7 	0.4 	1.7 	-0.8 	0.6 	-0.9 	1.0 	-2.2 	-5.7 	-3.8 	-2.4 	-3.4 	-1.8 	-1.5 	-5.6 	-2.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,UK	8.8 p	5.6 	5.2 	4.9 	6.4 	4.2 	12.1 	7.9 	9.0 	11.8 	5.3 	6.2 	4.5 	3.1 	6.6 	7.0 	8.6 	9.0 	7.5 	4.4 	4.5 	2.0 	0.9 	1.6 	-1.4 	-0.6 	-1.3 	0.3 	1.0 	2.0 	2.8 	2.1 	3.0 	4.0 	2.3 	-0.5 	-8.0 	-14.7 	-15.3 	-12.6 	-6.4 	0.9 	5.7 	6.8 	8.7 	8.2 	7.4 	6.6 	6.0 	6.3 	6.6 	: 	: 	: 	: 
DW_NEW,RCH_Q,AT	-0.8 	0.7 	-0.7 	0.1 	3.6 	5.6 	-1.9 	0.2 	2.9 	0.6 	-0.9 	1.4 	0.8 	5.4 	0.9 	-1.6 	0.5 	0.0 	4.8 	-0.3 	-1.5 	4.8 	1.5 	-1.4 	1.0 	1.7 	2.5 	1.2 	2.1 	1.0 	2.4 	2.3 	-3.0 	4.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,BE	3.0 p	2.7 	-1.7 	0.0 	4.3 	-0.4 	1.0 p	-0.1 p	2.1 p	1.5 p	-1.7 p	1.2 p	2.5 p	4.2 p	-1.7 p	0.6 	2.6 	0.1 	-4.9 	1.1 	-0.1 	2.1 	2.1 	-0.4 	-0.1 	0.4 	0.6 	0.6 	1.2 	0.3 	2.1 	0.8 	0.2 	0.4 	0.5 	-1.5 	0.8 	-1.2 	-1.3 	1.3 	-0.2 	1.3 	1.0 	-0.2 	0.3 	1.0 	2.1 	0.6 	1.0 	2.2 	1.7 	0.8 	0.2 	0.2 	: 
DW_NEW,RCH_Q,BG	2.0 p	3.9 p	0.2 p	0.9 	2.0 	-0.8 	2.5 	1.7 	3.8 	1.1 	0.3 	2.6 	0.8 	2.0 	-0.9 	1.8 	0.7 	0.3 	2.3 	0.4 	-2.2 	1.3 	-0.7 	-3.2 	0.4 	0.8 	0.9 	-0.8 	0.5 	-3.0 	0.3 	1.2 	-0.3 	0.6 	-1.3 p	-8.6 p	-2.4 p	-9.0 p	-1.9 p	-4.1 p	3.0 p	5.9 p	6.8 p	8.8 p	7.5 p	5.4 p	9.3 p	5.5 p	4.6 p	1.6 p	4.7 p	2.4 p	2.9 p	4.3 p	: 
DW_NEW,RCH_Q,CY	-0.5 p	2.1 p	-3.0 p	3.6 p	0.2 p	3.8 p	-5.2 p	2.0 p	3.5 p	3.2 p	-3.3 p	-3.7 p	2.4 p	4.1 p	-4.9 p	-0.4 p	-3.0 p	9.0 p	-3.0 p	-3.8 p	-2.7 p	-0.5 p	-1.8 p	-2.8 p	5.2 p	-0.2 p	-0.2 p	-3.5 p	-3.2 p	1.5 p	0.6 p	-1.2 p	-1.4 p	-1.3 p	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
DW_NEW,RCH_Q,CZ	3.5 p	5.2 	3.5 p	0.1 p	2.2 	3.4 	4.3 p	4.9 p	1.9 	2.5 	0.4 p	0.6 p	0.4 	2.7 	1.7 	0.8 	0.5 	-0.5 	1.1 	0.5 	0.0 	1.0 	-1.3 	1.5 	-1.2 	-0.1 	-0.2 	-1.6 	-1.6 	1.1 	-0.3 	-0.6 	-1.2 	0.9 	-1.0 	-2.4 	-0.3 	0.1 	2.0 	1.5 	-0.1 	3.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,DE	2.1 p	0.5 p	1.4 p	1.5 	1.9 	1.6 	-1.1 	2.2 	0.6 	1.6 	-0.3 	2.0 	1.6 	1.6 	1.0 	0.4 	1.9 	2.2 	1.2 	-0.3 	-0.5 	1.2 	-1.0 	1.3 	1.0 	0.7 	0.9 	-1.3 	1.6 	3.2 	1.2 	-0.5 	2.7 	0.0 	-1.2 	0.8 	3.8 	-0.2 	3.5 	-0.8 	0.5 	1.2 	0.3 	-0.4 	0.7 	6.1 	-3.6 	1.1 	1.5 	-2.2 	0.1 	-1.2 	2.0 	-2.6 	: 
DW_NEW,RCH_Q,DK	0.0 p	1.2 	0.6 	0.3 	0.1 	-0.2 	0.2 	0.5 	0.0 	0.4 	0.3 	0.7 	0.0 	-6.9 	1.8 	23.7 	-2.3 	0.0 	6.4 	1.9 	-9.3 	17.4 	34.8 	7.0 	8.9 	-3.4 	4.7 	-3.6 	7.9 	5.7 	4.7 	0.2 	0.0 	0.0 	-0.6 	-0.6 	-2.7 	4.3 	-4.5 	-4.2 	0.4 	-6.9 	-4.8 	2.5 	2.4 	5.8 	1.9 	-0.6 	6.1 	11.1 	5.1 	6.7 	9.2 	12.3 	: 
DW_NEW,RCH_Q,EE	-2.7 	-0.7 	5.8 	0.7 	8.5 	-2.4 	-3.1 	-0.2 	10.4 	4.2 	-1.6 	-0.7 	-0.2 	-2.9 	8.4 	-0.5 	15.4 	-6.4 	8.5 	5.2 	11.0 	-3.1 	6.7 	-5.0 	0.3 	6.7 	-1.3 	1.4 	12.8 	6.0 	0.1 	-8.2 	7.7 	2.6 	21.2 	-10.5 	-8.3 	-1.9 	-21.2 	-14.8 	10.6 	-11.1 	-1.9 	1.3 	-2.8 	7.5 	7.6 	20.4 	11.6 	-0.8 	7.9 	10.8 	1.6 	13.5 	: 
DW_NEW,RCH_Q,ES	2.0 	2.6 	2.0 	-0.8 	1.5 	2.8 	3.8 	-1.6 	-0.4 	3.8 	2.4 	1.3 	0.6 	1.5 	2.2 	-0.1 	1.2 	0.6 	0.1 	-1.2 	2.3 	-2.4 	-1.6 	-1.1 	-2.9 	-2.6 	-4.8 	-6.0 	-3.5 	-1.5 	-1.3 	-0.4 	-1.2 	1.9 	-1.5 	-0.8 	-1.3 	-0.7 	-2.4 	-1.3 	0.5 	1.3 	0.4 	1.5 	2.1 	3.0 	2.9 	3.0 	3.9 	3.0 	3.1 	: 	: 	: 	: 
DW_NEW,RCH_Q,FI	0.7 	2.2 	0.3 	0.0 	-0.4 	0.0 	2.3 	1.1 	-0.6 	0.4 	0.0 	0.6 	0.3 	-0.6 	1.0 	0.4 	-0.3 	0.3 	1.1 	-0.6 	0.7 	-0.1 	0.9 	0.7 	0.4 	1.5 	1.5 	1.0 	1.1 	2.0 	0.8 	0.4 	2.0 	-0.8 	1.0 	0.3 	0.5 	-1.1 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
DW_NEW,RCH_Q,FR	-0.1 p	0.7 	0.4 	1.2 	0.2 	0.8 p	1.5 p	0.6 	1.3 	1.1 	-0.2 	0.0 	0.3 	0.8 	0.6 	-0.2 	1.2 	-0.5 	-0.5 	-0.6 	1.6 	0.5 	-0.7 	-0.2 	-1.0 	0.3 	-1.0 	0.4 	0.5 	1.0 	2.0 	1.3 	0.5 	1.7 	-0.1 	0.9 	-0.1 	1.1 	0.4 	-1.5 	-1.3 	2.3 	-0.2 	-0.1 	1.2 	1.7 	1.2 	1.4 	0.8 	: 	: 	2.5 	2.2 	3.3 	: 
DW_NEW,RCH_Q,HR	2.3 	-0.5 	0.3 	1.0 	1.1 	4.1 	-2.1 	-1.9 	0.9 	-3.3 	-0.4 	-1.5 	2.3 	-2.2 	-5.6 	-0.9 	1.6 	0.9 	-2.0 	-1.7 	1.1 	-2.4 	2.0 	-3.7 	-1.2 	-1.1 	-0.5 	1.8 	0.8 	3.4 	-1.1 	0.9 	-0.5 	-3.3 	-1.4 	-4.4 	-1.1 	-1.2 	1.9 	-3.8 	2.1 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,HU	0.8 p	1.8 	2.6 	2.8 	2.7 	2.7 	0.0 	1.9 	-0.1 	3.4 	5.5 	-2.2 	5.2 	2.1 	5.4 	-1.4 	-0.9 	4.2 	0.9 	0.8 	-0.1 	1.5 	0.7 	-1.9 	1.6 	-1.1 	0.8 	0.9 	-1.5 	-1.2 	0.2 	-2.0 	-2.0 	1.6 	-1.5 	-1.3 	-4.1 	-1.6 	0.1 	-0.5 	0.3 	2.1 	0.7 	-0.5 	-0.4 	2.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,IE	1.0 p	3.9 p	2.9 p	1.0 p	2.8 p	1.5 p	0.5 p	1.0 p	-2.0 p	0.1 p	1.7 p	2.6 p	4.4 p	4.0 p	2.9 p	4.3 p	3.5 p	1.4 p	-0.4 p	-1.6 p	1.4 p	1.5 p	0.1 p	1.0 p	-2.4 p	-3.8 p	-5.6 p	-7.2 p	-4.1 p	-2.6 p	-2.8 p	-4.5 p	-4.2 p	-3.9 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,IT	-0.2 p	1.3 	-1.6 	1.9 	-0.4 	1.1 	-2.4 	0.5 	0.3 	0.2 	0.0 	-1.3 	2.8 	-0.5 	-2.0 	-0.5 	-0.5 	-0.4 	-1.0 	-1.0 	-0.5 	-0.1 	-1.0 	0.4 	-0.7 	0.8 	0.8 	0.7 	0.4 	1.7 	-0.3 	1.6 	1.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,LT	1.7 	2.7 	2.3 	0.5 	1.7 	3.2 	1.6 	1.5 	6.4 	1.5 	0.3 	-5.2 	2.1 	0.6 	2.7 	0.9 	0.2 	5.9 	1.3 	1.2 	-2.8 	-2.0 	-1.1 	-2.3 	11.3 	-6.2 	7.5 	1.4 	-3.4 	5.7 	5.9 	2.4 	-0.8 	-1.0 	2.4 	-8.9 	-8.4 	-3.5 	-19.2 	-2.1 	-2.6 	4.6 	8.4 	3.6 	6.2 	-1.1 	-6.6 	13.8 	14.9 	0.2 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,LU	3.2 	-1.1 	1.6 	2.3 	0.8 	1.4 	0.7 	3.1 	-1.4 	4.3 	0.2 	0.4 	2.2 	2.4 	-0.1 	2.5 	3.1 	6.8 	-7.8 	2.5 	2.9 	1.0 	1.6 	2.7 	0.8 	2.5 	-0.4 	-0.5 	3.7 	1.8 	-1.9 	-1.2 	3.4 	-1.3 	3.0 	1.9 	0.1 	-0.9 	0.4 	2.8 	-0.7 	2.4 	0.5 	1.8 	3.7 	1.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,LV	-4.3 p	-2.5 	8.8 	-2.7 	4.9 	3.2 	4.4 	0.3 	-5.5 	9.4 	-2.4 	7.2 	0.2 	1.2 	5.4 	-22.3 	5.5 	2.6 	1.0 	5.4 	10.1 	-0.1 	-1.7 	-5.9 	12.4 	-6.7 	3.7 	-2.4 	25.2 	15.2 	-2.2 	10.8 	1.4 	2.5 	-5.6 	-8.4 	10.8 	-18.2 	-20.8 	-12.7 	-6.9 	1.8 	0.2 	4.4 	13.6 	-5.6 	16.2 	4.0 	7.8 	4.7 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,MT	3.7 p	3.8 p	-5.1 p	3.0 p	4.9 	2.0 	-4.4 	3.1 	4.8 	1.3 	-4.3 	2.4 	7.3 	-0.9 	-1.1 	2.7 	3.1 	-0.2 	0.9 	-2.3 	1.7 	-0.2 	-4.5 	0.2 	4.7 	0.0 	1.0 	-1.0 	-0.2 	1.3 	0.6 	-6.1 	4.7 	-3.2 	4.0 	0.0 	0.0 	0.0 	-2.2 	-3.2 	3.3 	-3.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,NL	7.0 p	-0.6 	3.4 	6.4 	2.2 	-0.8 	2.2 	2.5 	2.3 	-0.9 	1.5 	-0.9 	4.8 	1.4 	2.2 	3.6 	-1.9 	-0.9 	0.1 	-0.1 	2.7 	-2.2 	-6.1 	7.2 	-3.5 	-0.1 	-5.8 	-1.8 	0.5 	-4.5 	2.4 	2.0 	0.1 	-1.3 	-0.9 	3.4 	1.5 	-4.5 	-2.8 	-6.7 	1.9 	0.4 	-3.9 	2.9 	3.4 	-0.3 	2.1 	2.2 	0.7 	1.7 	-0.2 	0.2 	1.7 	0.9 	: 
DW_NEW,RCH_Q,NO	1.7 	-0.3 	-0.3 	3.1 	-2.6 	0.6 	1.1 	3.3 	1.4 	4.5 	0.7 	0.8 	0.7 	1.8 	2.4 	0.2 	0.7 	3.9 	-0.8 	-0.7 	1.0 	-0.3 	2.3 	2.6 	-1.1 	3.9 	0.2 	3.6 	0.5 	2.0 	5.1 	-0.1 	-0.5 	3.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,PL	0.3 	1.5 	1.4 	1.4 	1.0 	1.5 	-0.9 	1.9 	1.9 	-1.0 	0.6 	-1.0 	0.4 	1.5 	0.5 	0.8 	-0.7 	3.2 	-0.8 	-0.1 	-1.3 	-0.9 	-3.2 	0.1 	-0.8 	-0.6 	-0.2 	1.1 	-0.3 	-0.2 	-0.6 	1.8 	1.1 	-0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,PT	1.1 	0.1 	4.4 	0.0 	1.7 	3.3 	0.8 	1.0 	0.3 	2.1 	0.1 	1.2 	-1.8 	5.3 	0.2 	-2.9 	0.0 	1.5 	2.7 	1.6 	0.5 	-1.9 	0.3 	0.1 	-0.2 	-3.2 	-1.4 	-2.2 	-0.6 	-1.9 	-0.3 	-0.5 	-0.3 	0.5 	0.8 	0.0 	-0.5 	0.2 	2.5 	-0.6 	-4.8 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,RO	0.8 	2.1 	1.5 	0.4 	-4.0 	8.3 	-4.1 	2.0 	-3.2 	2.4 	5.4 	-1.5 	2.2 	-2.7 	0.1 	1.3 	-1.6 	-2.4 	2.1 	0.8 	-2.2 	-0.9 	-4.2 	2.5 	-1.7 	-0.3 	-1.0 	1.4 	7.2 	-5.2 	0.2 	0.3 	-5.7 	-3.0 	0.3 	-2.1 	1.2 	-4.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,SE	2.5 	2.0 	1.9 	3.0 	3.4 	0.9 	1.7 	0.6 	0.5 	2.3 	1.0 	2.9 	1.3 	0.6 	0.3 	-0.7 	1.0 	0.4 	1.5 	1.7 	0.5 	-3.0 	-0.3 	0.4 	1.0 	0.3 	-0.2 	1.1 	0.5 	2.1 	1.7 	0.4 	2.2 	1.3 	-0.5 	2.8 	0.7 	-0.9 	3.5 	2.8 	0.5 	0.2 	0.1 	1.3 	2.4 	3.0 	0.8 	1.7 	1.7 	-0.3 	2.3 	0.2 	-0.2 	0.6 	: 
DW_NEW,RCH_Q,SI	-15.8 	11.0 	7.6 	9.4 	-2.2 	9.4 	-4.1 	6.4 	0.4 	0.1 	-3.3 	6.0 	-6.9 	4.4 	1.0 	2.6 	-1.0 	-6.8 	2.0 	3.6 	-10.7 	1.2 	3.8 	-5.7 	-0.6 	-1.0 	-6.8 	2.1 	-4.2 	0.5 	5.9 	1.1 	-1.9 	2.9 	-1.8 	0.0 	-3.9 	-0.6 	-10.4 	-0.2 	1.0 	0.1 	0.7 	9.1 	5.8 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,SK	-1.4 	-1.0 	3.9 	-0.7 	4.3 	4.5 	-0.6 	0.8 	0.6 	3.1 	1.7 	1.3 	-0.4 	2.4 	-1.5 	3.4 	-1.2 	2.5 	-0.1 	-0.8 	0.1 	0.0 	1.3 	-2.3 	2.0 	-3.1 	-2.3 	-0.3 	3.5 	-4.1 	-0.6 	-0.1 	-0.8 	-1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,UK	5.0 p	-0.4 	3.9 	0.1 	1.9 	-0.7 	3.7 	1.5 	-0.1 	6.7 	-0.2 	2.5 	2.4 	0.6 	0.6 	0.9 	1.0 	3.9 	1.0 	2.4 	1.4 	2.5 	-1.9 	2.4 	-1.0 	1.4 	-1.2 	-0.5 	-0.2 	0.7 	0.3 	0.2 	0.9 	1.4 	-0.3 	1.0 	1.9 	-0.2 	-3.1 	-6.6 	-5.5 	-0.9 	-0.1 	0.1 	1.8 	3.8 	0.9 	1.9 	1.3 	3.1 	0.1 	1.3 	1.7 	3.3 	: 
TOTAL,INX_Q,AT	120.37 	118.51 	117.50 	116.51 	114.75 	114.24 	111.54 	109.35 	109.43 	108.87 	106.48 	102.22 	104.01 	99.89 	93.88 	96.03 	95.14 	95.83 	94.32 	91.81 	94.48 	91.74 	90.37 	88.89 	89.14 	86.75 	85.50 	83.50 	82.83 	81.05 	79.01 	78.44 	78.16 	76.54 	74.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,BE	110.99 p	108.73 	107.67 	107.63 	108.18 	104.67 	105.01 	103.94 p	104.31 p	101.75 p	100.56 p	101.29 p	101.75 p	99.56 p	97.40 p	99.78 	98.96 	97.67 	97.00 	98.83 	99.82 	98.60 	98.34 	97.72 	98.52 	97.42 	97.33 	96.64 	96.80 	94.93 	94.07 	93.41 	92.86 	91.12 	90.28 	89.30 	90.15 	88.09 	88.95 	90.12 	90.62 	89.34 	88.09 	87.24 	86.90 	85.28 	83.62 	81.69 	81.07 	78.79 	76.70 	75.24 	73.78 	71.24 	69.68 
TOTAL,INX_Q,BG	124.99 p	124.03 	120.65 p	119.53 	117.62 	115.37 	112.66 	110.52 	107.94 	106.24 	103.38 	102.23 	99.21 	99.71 	98.85 	98.32 	97.21 	96.97 	96.66 	95.66 	95.52 	96.48 	96.00 	96.82 	98.57 	98.67 	98.23 	98.10 	99.54 	100.23 	102.03 	104.15 	105.38 	106.52 	107.18 	109.58 p	112.62 p	118.17 p	130.77 p	147.53 p	153.92 p	149.36 p	141.08 p	132.06 p	121.42 p	112.97 p	107.23 p	98.09 p	92.96 p	88.91 p	87.47 p	83.52 p	81.55 p	79.26 p	76.01 p
TOTAL,INX_Q,CY	104.19 p	103.98 p	103.34 p	105.24 p	102.46 p	102.74 p	99.64 p	102.72 p	101.87 p	99.18 p	97.29 p	99.40 p	102.49 p	100.59 p	97.52 p	101.56 p	102.70 p	103.55 p	98.08 p	100.78 p	103.05 p	104.77 p	104.54 p	108.22 p	110.14 p	106.02 p	106.40 p	107.60 p	111.22 p	113.99 p	111.56 p	112.05 p	112.39 p	112.79 p	114.37 p	116.27 	119.19 	121.17 	122.40 	123.96 	128.69 	130.42 	129.59 	125.11 	124.05 	119.71 	116.41 	114.16 	110.64 	106.44 	103.04 	100.64 	98.79 	95.38 	93.41 
TOTAL,INX_Q,CZ	131.8 p	128.7 	125.0 	122.3 p	121.2 	119.1 	116.2 	112.8 p	107.7 	105.1 	103.0 	101.7 p	100.6 	99.4 	98.3 	97.3 	96.6 	95.8 	95.0 	93.8 	94.0 	94.1 	93.6 	93.7 	93.8 	94.0 	93.9 	94.4 	95.3 	95.9 	95.4 	95.2 	95.1 	95.4 	95.2 	95.2 	95.9 	96.7 	99.9 	102.1 	102.7 	101.2 	97.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,DE	117.7 p	115.3 p	113.6 p	113.8 	111.7 	109.9 	107.7 	108.8 	107.0 	105.5 	102.5 	101.8 	100.4 	99.9 	97.8 	96.2 	96.2 	95.7 	93.8 	93.0 	92.9 	93.1 	91.3 	91.6 	90.4 	89.1 	87.9 	87.3 	86.7 	87.1 	86.0 	83.8 	84.3 	84.3 	83.0 	84.2 	82.9 	83.1 	81.8 	81.8 	81.6 	83.1 	82.8 	81.6 	81.6 	81.7 	80.0 	83.0 	82.3 	83.5 	83.2 	82.0 	84.4 	82.7 	84.2 
TOTAL,INX_Q,DK	115.95 p	115.62 	114.00 	109.89 	111.98 	110.52 	107.60 	105.29 	107.00 	105.58 	102.99 	101.04 	101.03 	100.59 	97.34 	93.83 	94.21 	94.69 	91.22 	89.95 	91.21 	91.17 	88.03 	86.85 	87.26 	86.99 	85.75 	85.74 	88.90 	91.94 	89.91 	90.78 	91.73 	91.00 	89.12 	88.55 	88.88 	88.18 	87.14 	93.04 	100.91 	103.56 	103.24 	104.58 	106.58 	106.41 	105.01 	104.58 	105.67 	103.64 	97.68 	91.19 	85.56 	79.46 	75.49 
TOTAL,INX_Q,EA	113.37 p	111.62 p	110.06 p	109.49 p	108.65 p	106.96 p	105.36 p	105.11 p	104.56 p	103.15 p	101.52 p	100.98 p	100.89 p	99.88 p	98.25 p	98.46 p	99.01 p	98.68 p	97.78 p	97.96 p	98.64 p	98.45 p	98.15 p	99.77 p	100.26 p	100.65 p	100.90 p	101.87 p	102.99 p	103.30 p	102.40 p	102.05 p	102.16 p	101.57 p	100.29 p	100.69 p	100.34 p	100.29 p	100.65 p	101.87 p	103.54 p	104.00 p	103.56 p	102.98 p	102.92 p	101.78 p	100.08 p	99.91 p	98.89 p	97.56 p	95.52 p	93.72 p	93.24 p	91.00 p	89.60 p
TOTAL,INX_Q,EE	116.71 	116.43 	115.17 	113.49 	112.06 	108.42 	108.08 	108.21 	106.98 	103.47 	100.32 	100.46 	99.63 	101.60 	98.31 	95.57 	95.77 	91.98 	91.01 	86.82 	84.60 	80.30 	77.45 	75.13 	76.17 	74.27 	71.91 	70.98 	70.29 	68.98 	67.03 	63.51 	65.82 	63.42 	62.84 	56.27 	57.25 	61.83 	66.51 	84.74 	99.04 	99.17 	102.22 	105.46 	107.00 	110.16 	103.53 	100.27 	90.76 	84.82 	77.03 	68.14 	60.25 	57.07 	50.59 
